months_as_customer,age,policy_number,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,postcode.2,region.1,total_crimes_nearby.1,vehicle_crimes_nearby.1,rainfall_mm.1,max_windspeed_kmh.1,max_temp_c.1,postcode,region,claim_date,total_crimes_nearby,vehicle_crimes_nearby,rainfall_mm,max_windspeed_kmh,max_temp_c
360,51,484321,1996-07-11,250/500,1000,1152.12,0,MALE,PhD,armed-forces,hiking,not-in-family,0,-62400,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480,15080,15080,60320,BMW,X6,2000,N,S1 1AA,Yorkshire and The Humber,,,0.0,18.7,7.0,WS1 4HS,West Midlands,2024-02-05,600.0,54.0,0.1,33.4,10.5
300,49,795847,1995-12-17,100/300,1000,1441.21,0,FEMALE,PhD,farming-fishing,kayaking,wife,0,0,2015-01-04,Vehicle Theft,?,Trivial Damage,,3,1,NO,1,0,NO,7080,1180,1180,4720,Nissan,Maxima,2001,N,CF10 1AA,,1223.0,92.0,2.0,20.8,8.2,LS14 3HF,Yorkshire and The Humber,2024-01-04,23.0,0.0,2.0,18.5,7.5
245,42,218456,2002-07-16,500/1000,1000,1575.74,7000000,MALE,JD,exec-managerial,chess,other-relative,0,-68900,2015-02-20,Parked Car,?,Minor Damage,Police,19,1,?,2,2,?,6490,590,1180,4720,Toyota,Camry,2011,Y,CF10 1AA,,1138.0,89.0,1.7,28.5,11.8,LS14 3HF,Yorkshire and The Humber,2023-02-20,,,0.0,44.4,12.2
146,36,792673,2013-04-12,500/1000,2000,1233.96,0,FEMALE,Masters,other-service,golf,other-relative,34500,-60600,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,NO,1,1,NO,55900,5590,5590,44720,Nissan,Ultima,2015,N,,,,,,,,KY15 7BA,,2023-02-05,,,0.0,14.3,6.1
67,29,662256,1995-11-13,250/500,1000,1861.43,0,MALE,High School,adm-clerical,polo,husband,60400,-67800,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,6380,6380,51040,Saab,92x,1998,Y,,,,,,,,M24 2GB,North West,2023-01-15,,,5.3,29.8,7.0
380,56,971338,2004-11-04,100/300,1000,1570.86,0,MALE,MD,farming-fishing,cross-fit,other-relative,66000,0,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,?,0,1,YES,58160,7270,7270,43620,Saab,95,1996,Y,,,,,,,,PO19 6EU,South East,2024-01-05,254.0,3.0,4.0,32.9,7.1
389,53,714738,1998-03-21,500/1000,2000,791.47,0,MALE,Masters,armed-forces,chess,unmarried,0,0,2015-01-01,Vehicle Theft,?,Minor Damage,Police,6,1,NO,1,2,NO,6300,630,1260,4410,Mercedes,C300,2001,Y,,,,,,,,LA14 5DF,North West,2023-01-01,,,19.4,34.8,7.7
317,46,753844,1999-07-22,250/500,1000,1012.78,0,MALE,MD,sales,yachting,other-relative,43700,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,104610,19020,19020,66570,Mercedes,ML350,1999,Y,,,,,,,,LU7 2QH,East of England,2024-01-26,84.0,3.0,1.3,36.6,11.8
264,44,976645,2010-02-28,100/300,500,1047.06,6000000,MALE,College,exec-managerial,sleeping,wife,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,20,3,NO,0,2,NO,69850,12700,6350,50800,Ford,Fusion,1999,N,,,,,,,,KY15 7BA,,2023-02-13,,,0.0,8.1,7.7
20,21,918037,2005-01-30,250/500,1000,1390.29,0,FEMALE,Masters,priv-house-serv,polo,other-relative,0,-41200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,14,1,NO,0,0,?,62900,12580,6290,44030,Accura,MDX,2006,N,,,,,,,,RM12 4BG,London,2023-01-14,,,10.4,38.0,12.0
116,30,996253,2001-11-29,500/1000,500,951.46,0,MALE,JD,handlers-cleaners,golf,not-in-family,0,-35500,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Other,8,3,NO,0,3,?,59670,6630,6630,46410,Volkswagen,Passat,2004,Y,,,,,,,,LL30 3PD,,2023-01-31,,,0.4,27.5,9.2
222,40,373731,2012-12-24,100/300,1000,1226.78,0,MALE,JD,armed-forces,camping,unmarried,49600,-49200,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,17,2,YES,2,0,?,81500,16300,8150,57050,BMW,3 Series,2013,N,,,,,,,,LU7 2QH,East of England,2023-01-22,,,0.0,8.4,2.7
439,56,836272,1997-05-11,100/300,500,1280.9,0,MALE,High School,armed-forces,video-games,own-child,48900,-40900,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,9,1,NO,2,0,?,50000,15000,5000,30000,Jeep,Wrangler,2009,N,,,,,,,,KT22 9AD,South East,2023-01-30,,,0.0,22.2,8.3
66,28,167231,1994-01-26,100/300,2000,1472.77,0,MALE,Associate,adm-clerical,exercise,husband,0,-31700,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,?,2,1,?,48290,8780,8780,30730,Nissan,Maxima,1995,N,,,,,,,,NE9 7EY,North East,2023-02-17,,,2.4,50.0,13.4
128,29,743330,2010-11-04,500/1000,1000,1878.44,0,MALE,High School,other-service,golf,husband,0,-76000,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,?,59070,5370,5370,48330,Chevrolet,Malibu,2003,N,,,,,,,,ME9 8WL,South East,2024-02-20,27.0,0.0,0.0,32.0,10.9
69,24,807369,1992-06-19,500/1000,500,1418.5,0,FEMALE,High School,armed-forces,yachting,other-relative,0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,?,0,0,NO,63300,12660,6330,44310,Dodge,RAM,2012,N,,,,,,,,G11 5HD,,2023-02-04,,,2.7,28.4,9.4
294,46,735307,2010-06-02,100/300,500,1532.8,0,MALE,College,prof-specialty,exercise,own-child,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,3,YES,65780,11960,11960,41860,Mercedes,ML350,2013,N,BN1 1AA,South East,,,0.1,26.9,8.8,RM12 4BG,London,2023-02-23,,,1.0,21.5,8.1
19,29,789208,2002-10-12,250/500,500,1304.35,0,MALE,JD,transport-moving,cross-fit,not-in-family,0,0,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,6,3,NO,0,2,?,75400,11600,11600,52200,Dodge,Neon,2005,Y,,,,,,,,KY15 7BA,,2023-02-08,,,2.7,37.5,8.8
191,33,585324,2008-02-25,500/1000,2000,1551.61,0,MALE,High School,armed-forces,movies,unmarried,45000,-30400,2015-02-21,Vehicle Theft,?,Minor Damage,,3,1,YES,1,1,NO,2250,250,250,1750,Toyota,Corolla,2005,N,BN1 1AA,South East,,,0.1,14.2,9.2,WR11 3JT,West Midlands,2023-02-21,,,4.8,14.1,10.2
4,39,498759,1996-09-05,100/300,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,reading,unmarried,64200,0,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,?,54120,4510,9020,40590,Jeep,Grand Cherokee,2007,N,,,,,,,,NG34 8NE,East Midlands,2024-01-13,2.0,0.0,0.0,14.8,6.8
298,49,795004,1998-03-16,250/500,500,862.92,0,MALE,MD,machine-op-inspct,camping,wife,0,-71700,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,NO,0,2,NO,69480,11580,11580,46320,Saab,95,2007,N,,,,,,,,LS14 3HF,Yorkshire and The Humber,2024-01-17,23.0,0.0,0.4,17.5,1.9
231,43,203250,2010-04-22,100/300,2000,1331.69,0,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,?,1,2,NO,66950,10300,10300,46350,Chevrolet,Malibu,2015,N,,,,,,,,LS14 3HF,Yorkshire and The Humber,2023-02-18,,,2.5,44.6,12.1
338,47,430794,2008-01-25,250/500,2000,1486.04,0,FEMALE,Associate,armed-forces,board-games,own-child,0,-56200,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,NO,2,3,?,64100,12820,6410,44870,Dodge,RAM,2014,Y,OX1 1AA,South East,363.0,6.0,0.2,17.1,5.9,TA6 4ET,South West,2024-01-14,154.0,5.0,0.0,17.8,6.5
261,46,156636,2000-09-10,100/300,1000,870.55,0,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,?,0,3,?,80280,13380,13380,53520,Chevrolet,Tahoe,2013,N,NG1 1AA,East Midlands,1431.0,58.0,,,,LU2 7LL,East of England,2024-01-27,850.0,62.0,0.0,19.6,7.1
321,44,284143,2008-04-23,500/1000,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,hiking,husband,0,-39100,2015-02-12,Vehicle Theft,?,Trivial Damage,Police,7,1,?,1,2,NO,4680,520,0,4160,Accura,MDX,1999,N,,,,,,,,SN11 8UB,South West,2024-02-12,27.0,1.0,0.6,20.1,7.8
0,32,740518,2011-02-18,500/1000,1000,1377.04,0,MALE,College,tech-support,base-jumping,wife,61400,-41100,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,?,1,1,NO,39720,6620,6620,26480,Accura,MDX,2002,N,S1 1AA,Yorkshire and The Humber,,,0.0,19.5,2.2,NE9 7EY,North East,2023-01-17,,,0.0,23.1,1.0
405,58,445289,2012-04-24,250/500,500,1237.88,0,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,?,0,0,?,63580,5780,5780,52020,Mercedes,ML350,1997,Y,,,,,,,,PL13 1ET,South West,2023-01-13,,,0.6,38.2,10.1
304,49,599262,2001-09-25,100/300,1000,1525.86,0,FEMALE,PhD,craft-repair,camping,own-child,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,1,1,YES,73370,13340,6670,53360,Saab,95,2013,N,,,,,,,,NR18 9AN,East of England,2024-01-21,54.0,3.0,0.9,51.9,11.4
1,29,357949,2006-05-24,500/1000,500,854.58,0,FEMALE,JD,craft-repair,paintball,other-relative,52200,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,?,2,3,YES,86790,7890,23670,55230,Honda,CRV,2003,N,BN1 1AA,South East,1309.0,46.0,11.1,42.1,11.0,BT56 8FW,,2023-01-01,,,3.6,16.5,5.5
26,39,493161,1992-01-30,250/500,1000,770.76,0,MALE,Masters,tech-support,sleeping,husband,0,-53700,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,?,49800,9960,4980,34860,Mercedes,ML350,2015,N,NG1 1AA,East Midlands,1359.0,24.0,12.3,23.5,12.6,RM12 4BG,London,2024-02-18,420.0,26.0,15.5,24.6,14.7
202,38,320251,2009-01-24,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,Ultima,2005,N,,,,,,,,G61 3LF,,2024-02-04,0.0,0.0,18.5,33.9,9.3
289,48,231127,1995-08-29,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,1,1,?,1,0,?,42900,8580,0,34320,Accura,TL,1999,N,S1 1AA,Yorkshire and The Humber,1118.0,66.0,0.1,26.2,3.7,LL30 3PD,,2023-01-09,,,1.7,29.1,7.3
61,26,766193,2011-07-31,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,F150,2015,Y,,,,,,,,ME9 8WL,South East,2023-02-14,,,0.0,12.7,11.8
334,46,555374,2013-01-05,100/300,1000,876.88,6000000,MALE,MD,sales,reading,other-relative,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,12740,6370,38220,Jeep,Grand Cherokee,1998,N,,,,,,,,DT2 0GA,South West,2024-01-03,1.0,0.0,4.4,27.0,9.2
12,24,491484,1994-11-18,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,?,53370,5930,5930,41510,Nissan,Ultima,2011,N,NG1 1AA,East Midlands,1359.0,24.0,0.7,30.9,12.1,BT63 5JA,,2023-02-04,,,0.8,21.4,10.2
86,29,925128,2014-08-30,100/300,2000,1409.06,0,MALE,High School,prof-specialty,yachting,husband,74200,-68100,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,NO,2,2,YES,62920,9680,14520,38720,Accura,MDX,2005,N,,,,,,,,NR18 9AN,East of England,2023-01-30,,,0.1,30.1,8.8
83,24,265093,2006-01-01,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,?,0,1,NO,61600,6160,12320,43120,Honda,CRV,2003,N,,,,,,,,RM12 4BG,London,2023-02-20,,,0.1,26.7,12.5
126,30,267808,1998-09-10,500/1000,2000,916.13,0,MALE,College,sales,golf,unmarried,55300,-58400,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,74160,6180,12360,55620,Mercedes,E400,2002,N,YO61 1AA,Yorkshire and The Humber,1.0,0.0,0.0,7.9,4.2,LS14 3HF,Yorkshire and The Humber,2023-01-07,,,5.4,35.9,11.6
209,38,116735,2010-01-28,250/500,500,1191.5,0,MALE,High School,priv-house-serv,reading,husband,38600,-52900,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,8,1,NO,2,0,?,80100,8900,8900,62300,Audi,A3,2015,N,,,,,,,,M24 2GB,North West,2024-01-31,0.0,0.0,6.9,33.2,9.2
283,48,963680,2003-01-04,500/1000,1000,1474.66,0,FEMALE,JD,sales,paintball,husband,0,-46200,2015-02-17,Parked Car,?,Trivial Damage,Police,9,1,?,2,3,NO,6560,820,820,4920,Volkswagen,Jetta,2003,N,YO61 1AA,Yorkshire and The Humber,0.0,0.0,4.4,23.5,13.1,ML9 2SA,,2024-02-17,1.0,0.0,4.1,22.7,10.2
194,34,445694,2004-05-24,250/500,1000,1193.45,0,MALE,JD,other-service,hiking,not-in-family,0,0,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,?,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997,N,,,,,,,,RM12 4BG,London,2023-01-24,,,0.0,8.9,5.2
184,38,215534,1994-09-12,250/500,1000,1437.53,0,FEMALE,College,transport-moving,chess,not-in-family,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,?,0,2,NO,53730,11940,5970,35820,Dodge,RAM,2013,Y,SW1A 1AA,London,5183.0,187.0,0.0,31.8,12.6,BT63 5JA,,2023-02-02,,,0.2,23.9,10.5
479,60,232854,1997-07-07,100/300,2000,1304.83,0,FEMALE,College,other-service,cross-fit,husband,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,60600,5050,10100,45450,Honda,Civic,2001,N,,,,,,,,M24 2GB,North West,2023-01-09,,,6.7,29.5,6.4
284,48,168260,1991-03-01,250/500,1000,1168.8,0,FEMALE,JD,tech-support,movies,other-relative,0,-42400,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,?,0,3,YES,35750,6500,3250,26000,Mercedes,E400,2001,N,SW1A 1AA,London,5183.0,187.0,1.3,25.1,10.8,PL13 1ET,South West,2024-02-28,29.0,0.0,2.2,29.3,11.0
65,27,538955,2001-09-29,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,exercise,wife,43000,-42500,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,?,1,2,YES,42840,3570,7140,32130,Chevrolet,Silverado,2004,N,,,,,,,,BT56 8FW,,2023-01-17,,,5.9,21.7,2.8
222,39,243226,2012-01-10,250/500,1000,1232.72,0,MALE,High School,armed-forces,hiking,own-child,87800,-51200,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,?,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,1999,Y,,,,,,,,BT56 8FW,,2023-02-09,,,0.0,20.5,8.3
196,41,246435,2001-07-05,250/500,2000,1800.76,0,MALE,JD,protective-serv,camping,other-relative,0,-78600,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009,N,,,,,,,,KY15 7BA,,2023-01-14,,,14.3,34.9,5.9
253,43,582480,1991-08-07,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,9,1,NO,0,1,?,3840,640,640,2560,Chevrolet,Tahoe,2014,N,,,,,,,,LA14 5DF,North West,2024-02-02,334.0,4.0,1.2,38.4,9.9
280,43,345539,2012-07-24,100/300,1000,1559.34,0,MALE,JD,transport-moving,hiking,own-child,0,-51600,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,0,2,?,77000,14000,7000,56000,Accura,RSX,2004,N,NG1 1AA,East Midlands,1359.0,24.0,7.3,25.2,13.3,TA6 4ET,South West,2024-02-17,162.0,3.0,5.0,27.1,13.8
5,26,924318,2014-07-27,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,?,88110,16020,16020,56070,Audi,A5,2003,N,,,,,,,,EX8 5DT,South West,2024-01-25,16.0,0.0,0.5,29.0,12.1
220,42,726880,1994-08-08,100/300,1000,1281.72,0,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,Civic,2005,N,,,,,,,,DE56 2JB,East Midlands,2024-02-13,9.0,0.0,4.6,24.5,8.1
85,30,190588,2001-12-09,100/300,1000,796.35,0,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,2004,N,,,,,,,,BT63 5JA,,2024-02-20,120.0,1.0,0.7,23.5,12.1
266,46,246705,1990-03-14,250/500,500,1270.02,0,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800,2015-01-08,Parked Car,?,Minor Damage,Police,5,1,NO,1,2,?,2160,480,240,1440,Toyota,Corolla,2004,N,,,,,,,,WR11 3JT,West Midlands,2023-01-08,,,2.7,30.8,8.2
41,26,619589,2006-03-28,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,2015-02-28,Vehicle Theft,?,Trivial Damage,Police,12,1,YES,1,1,?,6890,530,1060,5300,Jeep,Grand Cherokee,1997,N,,,,,,,,NE9 7EY,North East,2024-02-28,144.0,1.0,0.9,26.1,10.4
316,45,164988,2013-12-23,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,Legacy,2013,N,,,,,,,,EX8 5DT,South West,2024-02-12,19.0,2.0,0.0,20.3,9.5
285,47,729534,1991-09-30,100/300,1000,1216.68,0,FEMALE,Masters,sales,basketball,other-relative,55100,0,2015-01-06,Vehicle Theft,?,Trivial Damage,Police,8,1,NO,1,1,NO,2700,300,300,2100,Ford,F150,2013,N,,,,,,,,G11 5HD,,2024-01-06,2.0,0.0,0.0,10.5,2.7
379,54,505014,2001-12-27,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,?,0,1,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010,N,,,,,,,,NG34 8NE,East Midlands,2024-02-15,6.0,0.0,2.5,22.7,17.3
15,34,920826,2005-04-07,250/500,2000,1586.41,0,FEMALE,High School,sales,video-games,other-relative,33500,-58900,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,?,75570,6870,13740,54960,BMW,X5,2010,Y,,,,,,,,DE56 2JB,East Midlands,2023-01-20,,,0.0,26.6,5.2
354,48,534982,2003-04-08,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,unmarried,0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,?,2,3,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995,N,,,,,,,,ME9 8WL,South East,2024-01-03,24.0,0.0,1.0,24.7,10.2
342,53,110408,2005-11-14,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,?,0,0,NO,80960,14720,7360,58880,Accura,MDX,2000,N,NG1 1AA,East Midlands,,,0.0,25.0,7.2,NG34 8NE,East Midlands,2023-01-26,,,0.7,22.7,7.7
169,38,283052,2005-01-07,100/300,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,own-child,23300,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,C300,2012,N,,,,,,,,G11 5HD,,2024-01-25,2.0,0.0,4.0,32.8,11.4
339,49,840806,1994-02-14,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,2015-01-18,Vehicle Theft,?,Minor Damage,,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009,N,,,,,,,,EX8 5DT,South West,2023-01-18,,,0.3,24.2,5.0
259,42,382394,1996-01-23,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006,N,NG1 1AA,East Midlands,,,5.3,40.7,11.8,WR11 3JT,West Midlands,2024-01-12,133.0,5.0,0.0,13.9,6.3
65,23,876699,1999-12-12,250/500,1000,1099.95,0,FEMALE,College,sales,dancing,wife,0,-71900,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005,Y,,,,,,,,LS14 3HF,Yorkshire and The Humber,2023-01-15,,,1.1,44.0,7.3
254,46,871432,2004-07-15,250/500,2000,1472.43,0,MALE,MD,tech-support,basketball,husband,0,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004,N,,,,,,,,PO19 6EU,South East,2024-01-10,254.0,3.0,0.0,22.8,4.3
440,55,379882,2012-11-07,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995,N,NG1 1AA,East Midlands,,,0.0,9.8,4.1,KT22 9AD,South East,2024-01-23,105.0,8.0,2.2,36.0,11.9
478,63,852002,2009-06-29,250/500,1000,1292.3,0,MALE,High School,adm-clerical,paintball,own-child,47600,0,2015-02-21,Parked Car,?,Minor Damage,,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007,Y,BN1 1AA,South East,,,0.1,14.2,9.2,NG34 8NE,East Midlands,2023-02-21,,,0.0,20.2,11.9
230,44,372891,2000-06-26,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,N,,,,,,,,BT63 5JA,,2024-02-17,120.0,1.0,5.9,21.5,12.2
138,30,689034,2002-01-09,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,reading,wife,27700,-72400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,?,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,N,,,,,,,,LA14 5DF,North West,2023-01-06,,,2.4,40.3,8.9
239,41,743092,2013-11-11,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,2015-02-18,Parked Car,?,Trivial Damage,Police,22,1,?,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013,N,M1 1AE,North West,16.0,0.0,13.7,24.2,12.0,EX8 5DT,South West,2023-02-18,,,0.0,24.7,12.4
93,31,599174,2008-01-14,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,husband,0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014,N,,,,,,,,WR11 3JT,West Midlands,2024-02-17,149.0,5.0,3.2,25.5,13.7
37,25,421092,2003-03-04,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996,N,BN1 1AA,South East,,,0.0,16.1,5.2,RM12 4BG,London,2024-01-24,459.0,47.0,0.3,35.5,13.0
254,40,349658,1994-06-07,100/300,500,1927.87,0,MALE,MD,prof-specialty,yachting,husband,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,?,43280,0,5410,37870,Honda,Civic,1996,Y,M1 1AE,North West,,,0.0,14.4,3.9,EX8 5DT,South West,2023-01-21,,,0.0,16.0,6.3
131,29,811042,2013-07-04,250/500,1000,978.27,0,FEMALE,Associate,sales,paintball,own-child,65700,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,?,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,N,YO61 1AA,Yorkshire and The Humber,0.0,0.0,0.4,18.8,11.5,EX8 5DT,South West,2023-02-03,,,0.0,20.3,11.2
230,43,505316,2002-06-30,100/300,2000,1221.14,0,MALE,MD,prof-specialty,board-games,wife,48100,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,?,0,2,?,75460,13720,13720,48020,Audi,A5,2002,N,NR35 1AA,East of England,30.0,2.0,0.5,21.2,4.5,G11 5HD,,2023-01-07,,,15.3,27.4,9.7
